question_id,category,difficulty,sensitive_info_level,iteration,method,pred_sql,gold_sql,ex,pred_rows,gold_rows,latency_ms,api_error,exec_error
UW006,사기탐지,moderate,high,1,semantic_layer,"SELECT COUNT(contracts.contract_id) * 1.0 / (SELECT COUNT(*) FROM contracts) AS cancellation_rate
FROM contracts
WHERE contracts.cancellation_reason IS NOT NULL
AND contracts.fraud_type IS NOT NULL
AND DATE(contracts.coverage_start_date, '+5 years') >= DATE('now');","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(termination_date) - JULIANDAY(coverage_start_date) AS INTEGER) <= 1825 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM contracts WHERE cancellation_reason = '사기'",1,1,1,3089.09,,
UW006,사기탐지,moderate,high,2,semantic_layer,"SELECT COUNT(contracts.contract_id) * 1.0 / (SELECT COUNT(contracts.contract_id) FROM contracts) AS cancellation_rate
FROM contracts
WHERE contracts.cancellation_reason IS NOT NULL
AND contracts.fraud_type IS NOT NULL
AND DATE(contracts.coverage_start_date, '+5 years') >= DATE('now');","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(termination_date) - JULIANDAY(coverage_start_date) AS INTEGER) <= 1825 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM contracts WHERE cancellation_reason = '사기'",1,1,1,1459.62,,
UW006,사기탐지,moderate,high,3,semantic_layer,"SELECT COUNT(contracts.contract_id) * 1.0 / (SELECT COUNT(contracts.contract_id) FROM contracts) AS cancellation_rate
FROM contracts
WHERE contracts.cancellation_reason IS NOT NULL
AND contracts.fraud_type IS NOT NULL
AND DATE(contracts.coverage_start_date, '+5 years') >= DATE('now');","SELECT ROUND(COUNT(CASE WHEN CAST(JULIANDAY(termination_date) - JULIANDAY(coverage_start_date) AS INTEGER) <= 1825 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM contracts WHERE cancellation_reason = '사기'",1,1,1,1130.68,,
UW007,계약심사,simple,medium,1,semantic_layer,"SELECT 
    COUNT(CASE WHEN underwriting_decisions.decision_type = '거절' THEN 1 END) AS 거절건수,
    COUNT(CASE WHEN underwriting_decisions.decision_type = '조건부승낙' THEN 1 END) AS 조건부승낙건수
FROM 
    underwriting_decisions;","SELECT decision_type, COUNT(*) AS cnt FROM underwriting_decisions WHERE decision_type IN ('거절', '조건부승낙') GROUP BY decision_type",0,1,2,1667.2,,
UW007,계약심사,simple,medium,2,semantic_layer,"SELECT 
    COUNT(CASE WHEN underwriting_decisions.decision_type = '거절' THEN 1 END) AS 거절건수,
    COUNT(CASE WHEN underwriting_decisions.decision_type = '조건부승낙' THEN 1 END) AS 조건부승낙건수
FROM 
    underwriting_decisions;","SELECT decision_type, COUNT(*) AS cnt FROM underwriting_decisions WHERE decision_type IN ('거절', '조건부승낙') GROUP BY decision_type",0,1,2,1237.95,,
UW007,계약심사,simple,medium,3,semantic_layer,"SELECT 
    COUNT(CASE WHEN underwriting_decisions.decision_type = '거절' THEN 1 END) AS 거절건수,
    COUNT(CASE WHEN underwriting_decisions.decision_type = '조건부승낙' THEN 1 END) AS 조건부승낙건수
FROM 
    underwriting_decisions;","SELECT decision_type, COUNT(*) AS cnt FROM underwriting_decisions WHERE decision_type IN ('거절', '조건부승낙') GROUP BY decision_type",0,1,2,1347.94,,
UW008,보험료산출,simple,medium,1,semantic_layer,"SELECT AVG(underwriting_decisions.premium_surcharge_rate) 
FROM underwriting_decisions 
WHERE underwriting_decisions.decision_type = '조건부승낙';",SELECT AVG(premium_surcharge_rate) FROM underwriting_decisions WHERE decision_type = '조건부승낙' AND condition_type = '보험료할증',0,1,1,2735.35,,
UW008,보험료산출,simple,medium,2,semantic_layer,"SELECT AVG(underwriting_decisions.premium_surcharge_rate) 
FROM underwriting_decisions 
WHERE underwriting_decisions.decision_type = '조건부승낙';",SELECT AVG(premium_surcharge_rate) FROM underwriting_decisions WHERE decision_type = '조건부승낙' AND condition_type = '보험료할증',0,1,1,2555.29,,
UW008,보험료산출,simple,medium,3,semantic_layer,"SELECT AVG(underwriting_decisions.premium_surcharge_rate) 
FROM underwriting_decisions 
WHERE underwriting_decisions.decision_type = '조건부승낙';",SELECT AVG(premium_surcharge_rate) FROM underwriting_decisions WHERE decision_type = '조건부승낙' AND condition_type = '보험료할증',0,1,1,901.38,,
UW009,계약심사,moderate,medium,1,semantic_layer,"SELECT contracts.coverage_type, COUNT(contracts.contract_id) 
FROM contracts 
JOIN underwriting_decisions ON contracts.contract_id = underwriting_decisions.contract_id 
WHERE underwriting_decisions.decision_type = '조건부승낙' 
AND underwriting_decisions.condition_type = '보장제외' 
GROUP BY contracts.coverage_type;","SELECT exclusion_type, COUNT(*) AS cnt FROM contract_exclusions GROUP BY exclusion_type ORDER BY cnt DESC",0,1,4,1446.25,,
UW009,계약심사,moderate,medium,2,semantic_layer,"SELECT contracts.coverage_type, COUNT(contracts.contract_id) 
FROM contracts 
JOIN underwriting_decisions ON contracts.contract_id = underwriting_decisions.contract_id 
WHERE underwriting_decisions.decision_type = '조건부승낙' 
AND underwriting_decisions.condition_type = '보장제외' 
GROUP BY contracts.coverage_type;","SELECT exclusion_type, COUNT(*) AS cnt FROM contract_exclusions GROUP BY exclusion_type ORDER BY cnt DESC",0,1,4,1357.09,,
UW009,계약심사,moderate,medium,3,semantic_layer,"SELECT contracts.coverage_type, COUNT(contracts.contract_id) 
FROM contracts 
JOIN underwriting_decisions ON contracts.contract_id = underwriting_decisions.contract_id 
WHERE underwriting_decisions.decision_type = '조건부승낙' 
AND underwriting_decisions.condition_type = '보장제외' 
GROUP BY contracts.coverage_type;","SELECT exclusion_type, COUNT(*) AS cnt FROM contract_exclusions GROUP BY exclusion_type ORDER BY cnt DESC",0,1,4,1424.29,,
UW010,계약심사,moderate,high,1,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
JOIN contracts ON claims.contract_id = contracts.contract_id
WHERE contracts.health_exam_completed = 0 AND claims.claim_status = '지급거절';",SELECT COUNT(*) FROM claims c JOIN contracts ct ON c.contract_id = ct.contract_id WHERE ct.contract_type = '진단계약' AND ct.health_exam_completed = 0 AND c.claim_status = '지급거절',1,1,1,1465.54,,
UW010,계약심사,moderate,high,2,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
JOIN contracts ON claims.contract_id = contracts.contract_id
WHERE contracts.health_exam_completed = 0 AND claims.claim_status = '지급거절';",SELECT COUNT(*) FROM claims c JOIN contracts ct ON c.contract_id = ct.contract_id WHERE ct.contract_type = '진단계약' AND ct.health_exam_completed = 0 AND c.claim_status = '지급거절',1,1,1,1880.45,,
UW010,계약심사,moderate,high,3,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
JOIN contracts ON claims.contract_id = contracts.contract_id
WHERE contracts.health_exam_completed = 0 AND claims.claim_status = '지급거절';",SELECT COUNT(*) FROM claims c JOIN contracts ct ON c.contract_id = ct.contract_id WHERE ct.contract_type = '진단계약' AND ct.health_exam_completed = 0 AND c.claim_status = '지급거절',1,1,1,1063.61,,
UW011,보험금지급,moderate,high,1,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
JOIN claims ON contracts.contract_id = claims.contract_id
WHERE claims.claim_type = '사망보험금'
AND claims.claim_status = '지급거절'
AND claims.death_cause = '자살'
AND DATE(claims.claim_date) <= DATE(contracts.coverage_start_date, '+2 years');",SELECT COUNT(*) FROM claims cl JOIN contracts ct ON cl.contract_id = ct.contract_id WHERE cl.claim_type = '사망보험금' AND cl.death_cause = '자살' AND CAST(JULIANDAY(cl.claim_date) - JULIANDAY(ct.coverage_start_date) AS INTEGER) < 730 AND cl.claim_status = '지급거절',1,1,1,1278.61,,
UW011,보험금지급,moderate,high,2,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
JOIN claims ON contracts.contract_id = claims.contract_id
WHERE claims.claim_type = '사망보험금'
AND claims.claim_status = '지급거절'
AND claims.death_cause = '자살'
AND DATE(claims.claim_date) <= DATE(contracts.coverage_start_date, '+2 years');",SELECT COUNT(*) FROM claims cl JOIN contracts ct ON cl.contract_id = ct.contract_id WHERE cl.claim_type = '사망보험금' AND cl.death_cause = '자살' AND CAST(JULIANDAY(cl.claim_date) - JULIANDAY(ct.coverage_start_date) AS INTEGER) < 730 AND cl.claim_status = '지급거절',1,1,1,1343.9,,
UW011,보험금지급,moderate,high,3,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
JOIN claims ON contracts.contract_id = claims.contract_id
WHERE claims.claim_type = '사망보험금'
AND claims.claim_status = '지급거절'
AND claims.death_cause = '자살'
AND DATE(claims.claim_date) <= DATE(contracts.coverage_start_date, '+2 years');",SELECT COUNT(*) FROM claims cl JOIN contracts ct ON cl.contract_id = ct.contract_id WHERE cl.claim_type = '사망보험금' AND cl.death_cause = '자살' AND CAST(JULIANDAY(cl.claim_date) - JULIANDAY(ct.coverage_start_date) AS INTEGER) < 730 AND cl.claim_status = '지급거절',1,1,1,1415.53,,
UW012,보험금지급,moderate,medium,1,semantic_layer,"SELECT COUNT(claims.claim_id) AS delayed_claims_count, AVG(claims.business_days_to_payment) AS average_delay_days
FROM claims
WHERE claims.investigation_consent = 0;","SELECT COUNT(*) AS cnt, AVG(CAST(JULIANDAY(actual_payment_date) - JULIANDAY(claim_date) AS INTEGER)) AS avg_delay_days FROM claims WHERE investigation_consent = 0 AND actual_payment_date IS NOT NULL",0,1,1,978.05,,
UW012,보험금지급,moderate,medium,2,semantic_layer,"SELECT COUNT(claims.claim_id) AS delayed_claims_count, AVG(claims.business_days_to_payment) AS average_delay_days
FROM claims
WHERE claims.investigation_consent = 0;","SELECT COUNT(*) AS cnt, AVG(CAST(JULIANDAY(actual_payment_date) - JULIANDAY(claim_date) AS INTEGER)) AS avg_delay_days FROM claims WHERE investigation_consent = 0 AND actual_payment_date IS NOT NULL",0,1,1,1854.08,,
UW012,보험금지급,moderate,medium,3,semantic_layer,"SELECT COUNT(claims.claim_id) AS delayed_claims_count, AVG(claims.business_days_to_payment) AS average_delay_days
FROM claims
WHERE claims.investigation_consent = 0;","SELECT COUNT(*) AS cnt, AVG(CAST(JULIANDAY(actual_payment_date) - JULIANDAY(claim_date) AS INTEGER)) AS avg_delay_days FROM claims WHERE investigation_consent = 0 AND actual_payment_date IS NOT NULL",0,1,1,1546.82,,
UW013,장해리스크,moderate,high,1,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
WHERE claims.claim_type = '장해보험금'
AND claims.disability_rate_fixed_days > 180
AND claims.death_cause_type IS NOT NULL;",SELECT COUNT(*) FROM claims WHERE claim_type = '장해보험금' AND disability_rate_fixed_days > 180,0,1,1,2543.84,,
UW013,장해리스크,moderate,high,2,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
WHERE claims.claim_type = '장해보험금' 
AND claims.disability_rate_fixed_days > 180 
AND claims.death_cause_type IS NULL;",SELECT COUNT(*) FROM claims WHERE claim_type = '장해보험금' AND disability_rate_fixed_days > 180,1,1,1,1130.86,,
UW013,장해리스크,moderate,high,3,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
WHERE claims.claim_type = '장해보험금'
AND claims.disability_rate_fixed_days > 180
AND claims.investigation_consent = 1;",SELECT COUNT(*) FROM claims WHERE claim_type = '장해보험금' AND disability_rate_fixed_days > 180,0,1,1,3567.8,,
UW014,장해리스크,simple,high,1,semantic_layer,"SELECT COUNT(claims.claim_id) AS serious_disability_count, AVG(claims.paid_amount) AS average_payment
FROM claims
WHERE claims.disability_payment_rate = 100;","SELECT COUNT(*) AS cnt, AVG(paid_amount) AS avg_paid FROM claims WHERE disability_payment_rate = 100 AND claim_type = '장해보험금'",1,1,1,8673.55,,
UW014,장해리스크,simple,high,2,semantic_layer,"SELECT COUNT(claims.claim_id) AS serious_disability_count, AVG(claims.paid_amount) AS average_payment
FROM claims
WHERE claims.disability_payment_rate = 100;","SELECT COUNT(*) AS cnt, AVG(paid_amount) AS avg_paid FROM claims WHERE disability_payment_rate = 100 AND claim_type = '장해보험금'",1,1,1,2788.52,,
UW014,장해리스크,simple,high,3,semantic_layer,"SELECT COUNT(claims.claim_id) AS serious_disability_count, AVG(claims.paid_amount) AS average_payment
FROM claims
WHERE claims.disability_payment_rate = 100;","SELECT COUNT(*) AS cnt, AVG(paid_amount) AS avg_paid FROM claims WHERE disability_payment_rate = 100 AND claim_type = '장해보험금'",1,1,1,1029.62,,
UW015,장해리스크,simple,high,1,semantic_layer,"SELECT SUM(claims.paid_amount) 
FROM claims 
WHERE claims.disability_type = '심한추간판탈출증';",SELECT SUM(paid_amount) FROM claims WHERE disability_type = '심한추간판탈출증' AND claim_type = '장해보험금',1,1,1,1570.19,,
UW015,장해리스크,simple,high,2,semantic_layer,"SELECT SUM(claims.paid_amount) 
FROM claims 
WHERE claims.disability_type = '심한추간판탈출증';",SELECT SUM(paid_amount) FROM claims WHERE disability_type = '심한추간판탈출증' AND claim_type = '장해보험금',1,1,1,1238.47,,
UW015,장해리스크,simple,high,3,semantic_layer,"SELECT SUM(claims.paid_amount) 
FROM claims 
WHERE claims.disability_type = '심한추간판탈출증';",SELECT SUM(paid_amount) FROM claims WHERE disability_type = '심한추간판탈출증' AND claim_type = '장해보험금',1,1,1,979.81,,
UW016,장해리스크,moderate,high,1,semantic_layer,"SELECT claims.disability_body_part, COUNT(claims.claim_id) AS 청구수
FROM claims
WHERE claims.disability_body_part = '눈'
GROUP BY claims.disability_body_part;","SELECT disability_subtype, COUNT(*) AS cnt, SUM(paid_amount) AS total FROM claims WHERE disability_body_part = '눈' AND claim_type = '장해보험금' GROUP BY disability_subtype ORDER BY cnt DESC",0,1,1,1089.74,,
UW016,장해리스크,moderate,high,2,semantic_layer,"SELECT COUNT(claims.claim_id) AS 청구수
FROM claims
WHERE claims.disability_body_part = '눈'
GROUP BY claims.disability_type;","SELECT disability_subtype, COUNT(*) AS cnt, SUM(paid_amount) AS total FROM claims WHERE disability_body_part = '눈' AND claim_type = '장해보험금' GROUP BY disability_subtype ORDER BY cnt DESC",0,3,1,862.87,,
UW016,장해리스크,moderate,high,3,semantic_layer,"SELECT COUNT(claims.claim_id) AS 청구수
FROM claims
WHERE claims.disability_body_part = '눈'
GROUP BY claims.disability_type;","SELECT disability_subtype, COUNT(*) AS cnt, SUM(paid_amount) AS total FROM claims WHERE disability_body_part = '눈' AND claim_type = '장해보험금' GROUP BY disability_subtype ORDER BY cnt DESC",0,3,1,1186.04,,
UW017,장해리스크,moderate,high,1,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
WHERE claims.disability_type = '신경계·정신행동'
AND claims.cdr_score >= 3;","SELECT cdr_score, COUNT(*) AS cnt FROM claims WHERE disability_type = '치매' AND cdr_score >= 3 GROUP BY cdr_score ORDER BY cdr_score",0,1,2,1044.22,,
UW017,장해리스크,moderate,high,2,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
WHERE claims.disability_type = '신경계·정신행동'
AND claims.cdr_score >= 3;","SELECT cdr_score, COUNT(*) AS cnt FROM claims WHERE disability_type = '치매' AND cdr_score >= 3 GROUP BY cdr_score ORDER BY cdr_score",0,1,2,1245.54,,
UW017,장해리스크,moderate,high,3,semantic_layer,"SELECT COUNT(claims.claim_id)
FROM claims
WHERE claims.disability_type = '신경계·정신행동'
AND claims.cdr_score >= 3;","SELECT cdr_score, COUNT(*) AS cnt FROM claims WHERE disability_type = '치매' AND cdr_score >= 3 GROUP BY cdr_score ORDER BY cdr_score",0,1,2,1210.17,,
UW018,장해리스크,simple,medium,1,semantic_layer,"SELECT 
    (COUNT(CASE WHEN claims.claim_type = '장해보험금' AND contracts.insurance_age >= 40 THEN 1 END) * 100.0) / 
    COUNT(CASE WHEN claims.claim_type = '장해보험금' THEN 1 END) AS disability_claim_ratio
FROM 
    claims
JOIN 
    contracts ON claims.contract_id = contracts.contract_id;","SELECT ROUND(COUNT(CASE WHEN ct.insurance_age >= 40 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM claims cl JOIN contracts ct ON cl.contract_id = ct.contract_id WHERE cl.claim_type = '장해보험금'",0,1,1,2588.87,,
UW018,장해리스크,simple,medium,2,semantic_layer,"SELECT 
    (COUNT(CASE WHEN claims.claim_type = '장해보험금' AND contracts.insurance_age >= 40 THEN 1 END) * 100.0) / 
    COUNT(CASE WHEN claims.claim_type = '장해보험금' THEN 1 END) AS disability_claim_ratio
FROM 
    claims
JOIN 
    contracts ON claims.contract_id = contracts.contract_id;","SELECT ROUND(COUNT(CASE WHEN ct.insurance_age >= 40 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM claims cl JOIN contracts ct ON cl.contract_id = ct.contract_id WHERE cl.claim_type = '장해보험금'",0,1,1,3207.34,,
UW018,장해리스크,simple,medium,3,semantic_layer,"SELECT 
    (COUNT(CASE WHEN claims.claim_type = '장해보험금' AND contracts.insurance_age >= 40 THEN 1 END) * 100.0) / COUNT(CASE WHEN claims.claim_type = '장해보험금' THEN 1 END) AS disability_claim_ratio
FROM 
    claims
JOIN 
    contracts ON claims.contract_id = contracts.contract_id;","SELECT ROUND(COUNT(CASE WHEN ct.insurance_age >= 40 THEN 1 END) * 100.0 / COUNT(*), 2) AS pct FROM claims cl JOIN contracts ct ON cl.contract_id = ct.contract_id WHERE cl.claim_type = '장해보험금'",0,1,1,1679.19,,
UW019,계약심사,simple,high,1,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
JOIN insured ON contracts.contract_id = insured.insured_id
WHERE insured.age_at_entry < 15 AND contracts.claim_type = '사망보험금' AND contracts.contract_status = 'terminated';",SELECT COUNT(*) FROM contracts WHERE insured_age_at_contract < 15 AND coverage_type = '사망' AND contract_status = '무효',0,0,1,1400.78,,pred_sql 오류: no such column: contracts.claim_type
UW019,계약심사,simple,high,2,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
JOIN insured ON contracts.contract_id = insured.insured_id
WHERE insured.age_at_entry < 15 AND contracts.claim_type = '사망보험금' AND contracts.contract_status = 'terminated';",SELECT COUNT(*) FROM contracts WHERE insured_age_at_contract < 15 AND coverage_type = '사망' AND contract_status = '무효',0,0,1,1249.43,,pred_sql 오류: no such column: contracts.claim_type
UW019,계약심사,simple,high,3,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
JOIN insured ON contracts.contract_id = insured.insured_id
WHERE insured.age_at_entry < 15 AND contracts.claim_type = '사망보험금' AND contracts.contract_status = 'terminated';",SELECT COUNT(*) FROM contracts WHERE insured_age_at_contract < 15 AND coverage_type = '사망' AND contract_status = '무효',0,0,1,2118.83,,pred_sql 오류: no such column: contracts.claim_type
UW020,계약심사,simple,medium,1,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.third_party_death_coverage = 1
AND contracts.insured_written_consent = 0
AND contracts.contract_status = 'terminated';",SELECT COUNT(*) FROM contracts WHERE third_party_death_coverage = 1 AND insured_written_consent = 0 AND contract_status = '무효',1,1,1,2006.32,,
UW020,계약심사,simple,medium,2,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.third_party_death_coverage = 1
AND contracts.insured_written_consent = 0
AND contracts.contract_status = 'terminated';",SELECT COUNT(*) FROM contracts WHERE third_party_death_coverage = 1 AND insured_written_consent = 0 AND contract_status = '무효',1,1,1,4085.73,,
UW020,계약심사,simple,medium,3,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.third_party_death_coverage = 1
AND contracts.insured_written_consent = 0
AND contracts.contract_status = 'terminated';",SELECT COUNT(*) FROM contracts WHERE third_party_death_coverage = 1 AND insured_written_consent = 0 AND contract_status = '무효',1,1,1,2956.87,,
UW021,계약관리,simple,low,1,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.contract_status = 'terminated'
AND contracts.termination_reason = '납입연체'
AND DATE(contracts.termination_date) >= DATE('now', '-3 years');",SELECT COUNT(*) FROM contract_revivals WHERE CAST(JULIANDAY(revival_application_date) - JULIANDAY(termination_date) AS INTEGER) <= 1095,0,1,1,3090.12,,
UW021,계약관리,simple,low,2,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.contract_status = 'terminated'
AND contracts.termination_reason = '납입연체'
AND DATE(contracts.termination_date) >= DATE('now', '-3 years');",SELECT COUNT(*) FROM contract_revivals WHERE CAST(JULIANDAY(revival_application_date) - JULIANDAY(termination_date) AS INTEGER) <= 1095,0,1,1,1589.09,,
UW021,계약관리,simple,low,3,semantic_layer,"SELECT COUNT(contracts.contract_id)
FROM contracts
WHERE contracts.contract_status = 'terminated'
AND contracts.termination_reason = '납입연체'
AND DATE(contracts.termination_date) >= DATE('now', '-3 years');",SELECT COUNT(*) FROM contract_revivals WHERE CAST(JULIANDAY(revival_application_date) - JULIANDAY(termination_date) AS INTEGER) <= 1095,0,1,1,1235.11,,
UW022,계약관리,moderate,medium,1,semantic_layer,"SELECT COUNT(contracts.contract_id) AS contract_count, AVG(contracts.loan_balance) AS average_loan_amount
FROM contracts
WHERE contracts.loan_balance >= 0.9 * contracts.surrender_value;","SELECT COUNT(*) AS cnt, AVG(loan_balance) AS avg_loan FROM contracts WHERE loan_balance >= surrender_value * 0.9 AND contract_status = '유효'",1,1,1,1299.87,,
UW022,계약관리,moderate,medium,2,semantic_layer,"SELECT COUNT(contracts.contract_id) AS contract_count, AVG(contracts.loan_balance) AS average_loan_amount
FROM contracts
WHERE contracts.loan_balance >= 0.9 * contracts.surrender_value;","SELECT COUNT(*) AS cnt, AVG(loan_balance) AS avg_loan FROM contracts WHERE loan_balance >= surrender_value * 0.9 AND contract_status = '유효'",1,1,1,1024.37,,
UW022,계약관리,moderate,medium,3,semantic_layer,"SELECT COUNT(contracts.contract_id) AS contract_count, AVG(contracts.loan_balance) AS average_loan_amount
FROM contracts
WHERE contracts.loan_balance >= 0.9 * contracts.surrender_value;","SELECT COUNT(*) AS cnt, AVG(loan_balance) AS avg_loan FROM contracts WHERE loan_balance >= surrender_value * 0.9 AND contract_status = '유효'",1,1,1,1204.12,,
